"","Sample.ID","Sampling.Site","Start.Date.Time","Stop.Date.Time","Phase","Mud","Ethane","Ethene","Propane","Propene","i.Butane","n.Butane","Ethyne","trans.2.Butene","X1.Butene","cis.2.Butene","Cycopentane","i.Pentane","n.Pentane","trans.2.Pentene","X1.Pentene","cis.2.Pentene","n.Hexane","Isoprene","X2.4.Dimethylpentane","n.Heptane","Benzene","Cyclohexane","X2.3.Dimethylpentane","X2.Methylhexane","X3.Methylhexane","X2.2.4.Trimethylpentane","Methylcyclohexane","X2.3.4.Trimethylpentane","Toluene","X2.Methylheptane","X3.Methylheptane","n.Octane","Ethylbenzene","m..and.p.Xylene","Styrene","o.Xylene","n.Nonane","i.Propylbenzene","n.Propylbenzene","X3.Ethyltoluene","X4.Ethyltoluene","X1.3.5.Trimethylbenzene","X2.Ethyltoluene","X1.2.4.Trimethylbenzene","n.Decane","X1.2.3.Trimethylbenzene","X1.3.Diethylbenzene","X1.4.Diethylbenzene","C2HCl3","C2Cl4","Methane","Ozone"
"844","SS_6.0_33_CCOB_UNITED_02_OG_20211104_20211111","United",2021-11-04,2021-11-11,"drilling","neoflow",60.315,3.128,17.736,0.343,1.897,5.134,0.6,0.017,0.04,0.019,0.183,1.73,1.973,0.004,0.018,0.007,0.885,0.006,0.057,0.594,0.287,0.403,0.216,0.091,0.194,0.081,0.701,0.011,0.605,0.195,0.134,0.47,0.072,0.431,0.008,0.161,0.414,0.009,0.027,0.077,0.015,0.046,0.03,0.144,2.29,0.078,0.011,0.027,0.004,0.044,2344,47.64145
"845","SS_6.0_17_CCOB_UNITED_02_OG_20211111_20211118","United",2021-11-11,2021-11-18,"drilling","neoflow",24.931,2.407,6.288,0.251,0.556,1.338,0.463,0.017,0.023,0.015,0.032,0.474,0.41,0.004,0.018,0.007,0.196,0.005,0.012,0.067,0.136,0.06,0.046,0.03,0.035,0.012,0.058,0.011,0.217,0.014,0.005,0.029,0.022,0.045,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.002,0.026,2054,40.70045
"846","SS_6.0_33_CCOB_UNITED_01_OG_20211118_20211125","United",2021-11-18,2021-11-25,"drilling","neoflow",14.634,1.328,5.442,0.174,0.879,2.276,0.669,0.012,0.025,0.012,0.065,0.77,0.725,0.004,0.018,0.007,0.291,0.006,0.028,0.131,0.146,0.116,0.077,0.036,0.06,0.035,0.132,0.011,0.294,0.041,0.022,0.085,0.033,0.142,0.008,0.045,0.048,0.009,0.012,0.022,0.015,0.005,0.009,0.042,0.13,0.078,0.011,0.007,0.004,0.055,2496,45.2203
"847","SS_6.0_40_CCOB_UNITED_02_OG_20211118_20211125","United",2021-11-18,2021-11-25,"drilling","neoflow",45.98,3.543,10.779,0.361,1.136,2.785,1.006,0.02,0.047,0.017,0.082,0.928,0.931,0.004,0.018,0.007,0.431,0.004,0.031,0.271,0.178,0.167,0.119,0.058,0.074,0.047,0.284,0.011,0.415,0.083,0.048,0.191,0.071,0.227,0.008,0.074,0.111,0.009,0.012,0.035,0.015,0.016,0.009,0.055,0.329,0.078,0.011,0.007,0.004,0.078,2716,45.2203
"848","SS_6.0_50_CCOB_UNITED_02_OG_20211125_20211202","United",2021-11-25,2021-12-02,"drilling","neoflow",16.598,1.044,16.09,0.172,1.375,3.82,0.489,0.017,0.027,0.013,0.154,1.32,1.58,0.008,0.018,0.007,0.921,0.007,0.044,0.546,0.233,0.366,0.191,0.096,0.143,0.083,0.535,0.011,0.535,0.175,0.098,0.39,0.07,0.364,0.008,0.173,0.297,0.009,0.012,0.056,0.015,0.028,0.019,0.099,1.119,0.078,0.011,0.018,0.003,0.051,2029,44.03835
"849","SS_6.0_15_CCOB_UNITED_02_OG_20211202_20211209","United",2021-12-02,2021-12-09,"drilling","neoflow",45.842,3.045,19.594,0.34,2.602,7.529,0.795,0.018,0.042,0.019,0.278,2.483,3.215,0.004,0.018,0.007,1.863,0.007,0.081,1.116,0.39,0.702,0.368,0.137,0.321,0.151,1.138,0.03,0.837,0.354,0.203,0.803,0.114,0.624,0.008,0.256,0.49,0.009,0.034,0.083,0.033,0.046,0.032,0.155,0.93,0.078,0.011,0.019,0.004,0.022,2268,43.6091
"850","SS_6.0_47_CCOB_UNITED_02_OG_20211209","United",2021-12-09,2021-12-16,"drilling","neoflow",17.943,1.414,10.331,0.216,1.708,4.688,0.691,0.014,0.031,0.015,0.156,1.592,1.762,0.004,0.018,0.007,0.921,0.005,0.044,0.466,0.231,0.365,0.191,0.079,0.178,0.089,0.584,0.011,0.473,0.144,0.072,0.351,0.052,0.331,0.008,0.122,0.25,0.009,0.012,0.042,0.015,0.027,0.009,0.084,0.636,0.078,0.011,0.007,0.003,0.028,2088,47.6761
"851","SS_6.0_55_CCOB_UNITED_01_OG_20211216_20211223","United",2021-12-16,2021-12-23,"drilling","neoflow",16.047,1.147,8.184,0.181,1.412,3.882,0.801,0.015,0.024,0.006,0.123,1.292,1.476,0.004,0.018,0.007,0.838,0.004,0.038,0.39,0.246,0.275,0.142,0.059,0.109,0.1,0.386,0.011,0.397,0.112,0.066,0.241,0.044,0.194,0.008,0.066,0.133,0.009,0.012,0.025,0.015,0.012,0.009,0.036,0.244,0.078,0.011,0.007,0.003,0.016,2049,47.7883
"852","SS_6.0_19_CCOB_UNITED_02_OG_20211216_20211223","United",2021-12-16,2021-12-23,"drilling","neoflow",17.475,1.202,10.095,0.22,1.717,4.842,0.752,0.021,0.039,0.016,0.184,1.677,1.991,0.004,0.018,0.007,1.211,0.007,0.049,0.622,0.262,0.452,0.225,0.096,0.19,0.152,0.707,0.026,0.586,0.212,0.141,0.505,0.078,0.434,0.008,0.207,0.402,0.009,0.026,0.074,0.015,0.041,0.024,0.127,1.118,0.078,0.011,0.017,0.003,0.023,2077,47.7883
"853","SS_6.0_58_CCOB_UNITED_02_OG_20211223_20211230","United",2021-12-23,2021-12-30,"drilling","neoflow",16.322,0.913,10.378,0.359,1.611,4.553,0.579,0.015,0.033,0.017,0.206,1.724,2.076,0.004,0.018,0.007,1.388,0.004,0.068,0.943,0.318,0.569,0.297,0.123,0.216,0.196,1.043,0.011,0.637,0.262,0.153,0.581,0.081,0.443,0.008,0.201,0.375,0.009,0.012,0.061,0.015,0.039,0.022,0.112,1,0.078,0.011,0.017,0.002,0.031,2036,45.4297
"854","SS_6.0_01_CCOB_UNITED_02_OG_20211230_20220106","United",2021-12-30,2022-01-06,"drilling","neoflow",20.034,1.643,12.656,0.275,2.274,6.74,0.972,0.013,0.04,0.006,0.166,2.2,2.473,0.004,0.018,0.007,0.942,0.006,0.047,0.371,0.318,0.309,0.156,0.073,0.121,0.102,0.392,0.011,0.471,0.121,0.085,0.264,0.057,0.24,0.008,0.122,0.173,0.009,0.012,0.038,0.015,0.019,0.009,0.069,0.485,0.078,0.011,0.007,0.002,0.021,2101,45.6621
"855","SS_6.0_42_CCOB_UNITED_02_OG_20220224_20220303","United",2022-02-24,2022-03-03,"pre",NA,64.785,2.978,18.144,0.292,2.085,4.943,1.13,0.02,0.039,0.014,0.106,1.45,1.381,0.004,0.018,0.007,0.525,0.004,0.03,0.201,0.223,0.148,0.099,0.053,0.075,0.059,0.162,0.011,0.355,0.049,0.034,0.093,0.038,0.158,0.008,0.046,0.055,0.009,0.012,0.026,0.015,0.011,0.009,0.037,0.078,0.078,0.011,0.007,0.002,0.043,2407,47.78505
"856","SS_6.0_41_CCOB_UNITED_02_OG_20220303_20220310","United",2022-03-03,2022-03-10,"pre",NA,13.726,0.817,5.755,0.12,0.814,2.166,0.606,0.01,0.019,0.006,0.059,0.652,0.666,0.004,0.018,0.007,0.273,0.002,0.012,0.109,0.151,0.096,0.053,0.035,0.041,0.034,0.101,0.011,0.166,0.014,0.015,0.057,0.019,0.076,0.008,0.025,0.042,0.009,0.012,0.01,0.015,0.005,0.009,0.02,0.063,0.078,0.011,0.007,0.002,0.02,2108,45.062
"857","SS_6.0_43_CCOB_UNITED_02_OG_20220310_20220317","United",2022-03-10,2022-03-17,"pre",NA,28.053,1.653,7.732,0.193,0.931,2.417,0.762,0.012,0.028,0.006,0.046,0.702,0.71,0.004,0.018,0.007,0.293,0.002,0.012,0.135,0.132,0.102,0.059,0.028,0.043,0.033,0.098,0.011,0.209,0.029,0.025,0.059,0.027,0.157,0.008,0.055,0.052,0.009,0.012,0.017,0.015,0.005,0.009,0.033,0.1,0.078,0.011,0.007,0.005,0.083,2137,49.6854
"858","SS_6.0_62_CCOB_UNITED_01_OG_20220317_20220324","United",2022-03-17,2022-03-24,"pre",NA,5.906,0.519,2.616,0.092,0.374,0.963,0.529,0.012,0.008,0.006,0.022,0.32,0.29,0.004,0.018,0.007,0.122,0.002,0.012,0.049,0.137,0.019,0.016,0.017,0.02,0.012,0.047,0.011,0.175,0.014,0.005,0.034,0.018,0.057,0.008,0.024,0.03,0.009,0.012,0.007,0.015,0.005,0.009,0.02,0.036,0.078,0.011,0.007,0.002,0.016,1963,51.54715
"859","SS_6.0_54_CCOB_UNITED_02_OG_20220317_20220324","United",2022-03-17,2022-03-24,"pre",NA,14.033,0.476,7.759,0.084,1.169,3.096,0.477,0.011,0.008,0.006,0.06,0.81,0.867,0.004,0.018,0.007,0.293,0.002,0.012,0.1,0.125,0.075,0.061,0.037,0.036,0.012,0.099,0.011,0.146,0.031,0.015,0.06,0.018,0.084,0.008,0.031,0.055,0.009,0.012,0.01,0.015,0.005,0.009,0.02,0.067,0.078,0.011,0.007,0.002,0.025,1964,51.54715
"860","SS_6.0_21_CCOB_UNITED_02_OG_20220324_20220331","United",2022-03-24,2022-03-31,"pre",NA,12.487,0.658,6.63,0.117,1.03,2.787,0.503,0.014,0.016,0.006,0.073,0.872,0.893,0.004,0.018,0.007,0.365,0.002,0.012,0.135,0.153,0.112,0.065,0.042,0.058,0.044,0.116,0.011,0.199,0.014,0.025,0.078,0.019,0.098,0.022,0.034,0.053,0.009,0.012,0.003,0.015,0.005,0.009,0.021,0.074,0.078,0.011,0.007,0.001,0.028,2080,47.44405
"861","SS_6.0_09_CCOB_UNITED_02_OG_20220331_20220407","United",2022-03-31,2022-04-07,"pre",NA,10.875,0.513,6.557,0.114,0.987,2.678,0.405,0.007,0.022,0.006,0.084,0.932,1.009,0.004,0.018,0.007,0.509,0.002,0.012,0.242,0.153,0.194,0.122,0.064,0.087,0.064,0.273,0.011,0.302,0.047,0.037,0.166,0.021,0.15,0.008,0.035,0.081,0.009,0.012,0.003,0.015,0.005,0.009,0.025,0.14,0.078,0.011,0.007,0.001,0.01,2059,49.0731
"862","SS_6.0_53_CCOB_UNITED_02_OG_20220407_20220414","United",2022-04-07,2022-04-14,"pre",NA,8.297,0.411,5.384,0.089,0.594,1.62,0.366,0.006,0.008,0.006,0.049,0.562,0.575,0.004,0.018,0.007,0.276,0.002,0.012,0.149,0.099,0.112,0.067,0.041,0.05,0.032,0.199,0.011,0.225,0.052,0.03,0.123,0.019,0.121,0.008,0.041,0.083,0.009,0.012,0.008,0.015,0.005,0.009,0.02,0.136,0.078,0.011,0.007,0.002,0.008,1970,49.7205
"863","SS_6.0_64_CCOB_UNITED_02_OG_20220414_20220421","United",2022-04-14,2022-04-21,"pre",NA,10.577,0.472,5.202,0.097,0.814,2.158,0.381,0.007,0.008,0.006,0.069,0.746,0.772,0.004,0.018,0.007,0.378,0.002,0.029,0.166,0.125,0.142,0.071,0.029,0.048,0.044,0.193,0.011,0.246,0.044,0.035,0.105,0.024,0.142,0.008,0.042,0.091,0.009,0.012,0.017,0.015,0.005,0.009,0.026,0.124,0.078,0.011,0.007,0.003,0.013,2087,54.73855
"864","SS_6.0_54_CCOB_UNITED_01_OG_20220421_20220428","United",2022-04-21,2022-04-28,"pre",NA,5.347,0.357,2.593,0.068,0.392,1.062,0.321,0.003,0.017,0.006,0.028,0.39,0.374,0.004,0.018,0.007,0.16,0.005,0.012,0.066,0.085,0.046,0.033,0.039,0.025,0.012,0.065,0.011,0.133,0.014,0.005,0.049,0.014,0.06,0.008,0.011,0.032,0.009,0.012,0.009,0.015,0.005,0.009,0.013,0.035,0.078,0.011,0.007,0.001,0.01,1982,62.79725
"865","SS_6.0_04_CCOB_UNITED_02_OG_20220421_20220428","United",2022-04-21,2022-04-28,"pre",NA,6.206,0.391,3.201,0.075,0.449,1.218,0.336,0.009,0.008,0.006,0.037,0.452,0.437,0.004,0.018,0.007,0.181,0.002,0.012,0.063,0.085,0.051,0.033,0.031,0.021,0.025,0.064,0.011,0.141,0.014,0.016,0.038,0.015,0.058,0.008,0.028,0.026,0.009,0.012,0.01,0.015,0.005,0.009,0.013,0.067,0.078,0.011,0.007,0.001,0.011,1979,62.79725
"866","SS_6.0_39_CCOB_UNITED_02_OG_20220428_20220505","United",2022-04-28,2022-05-05,"pre",NA,4.817,0.28,2.514,0.067,0.308,0.835,0.253,0.007,0.008,0.006,0.022,0.275,0.27,0.004,0.018,0.007,0.115,0.002,0.012,0.03,0.057,0.019,0.016,0.03,0.009,0.012,0.021,0.011,0.08,0.014,0.005,0.023,0.009,0.062,0.008,0.036,0.049,0.009,0.012,0.013,0.015,0.005,0.009,0.03,0.208,0.078,0.011,0.007,0.002,0.016,1938,57.66485
"867","SS_6.0_51_CCOB_UNITED_02_OG_20220505_20220512","United",2022-05-05,2022-05-12,"pre",NA,6.452,0.412,3.795,0.088,0.462,1.283,0.282,0.003,0.008,0.006,0.039,0.516,0.494,0.004,0.018,0.007,0.213,0.008,0.012,0.107,0.094,0.063,0.037,0.049,0.039,0.031,0.095,0.011,0.185,0.03,0.026,0.085,0.012,0.083,0.008,0.034,0.067,0.009,0.012,0.015,0.015,0.005,0.009,0.022,0.114,0.078,0.011,0.007,0.001,0.027,1983,56.4856
"868","SS_6.0_54_CCOB_UNITED_02_OG_20220512_20220519","United",2022-05-12,2022-05-19,"pre",NA,8.134,0.448,7.019,0.116,0.834,2.481,0.26,0.006,0.017,0.006,0.134,1.138,1.378,0.004,0.018,0.007,0.959,0.009,0.044,0.615,0.235,0.415,0.223,0.099,0.157,0.125,0.722,0.011,0.58,0.204,0.146,0.525,0.054,0.407,0.008,0.124,0.292,0.009,0.012,0.029,0.032,0.024,0.009,0.072,0.144,0.078,0.011,0.015,0.001,0.012,1973,58.5117
"869","SS_6.0_35_CCOB_UNITED_01_OG_20220519_20220526","United",2022-05-19,2022-05-26,"pre",NA,7.982,0.539,4.239,0.172,0.624,1.607,0.278,0.009,0.034,0.006,0.035,0.52,0.533,0.004,0.018,0.007,0.179,0.012,0.012,0.069,0.025,NA,0.016,0.024,0.031,0.027,0.054,0.011,0.176,0.014,0.011,0.071,0.024,0.05,0.008,0.011,0.034,0.009,0.012,0.008,0.015,0.005,0.009,0.014,0.041,0.078,0.011,0.007,0.001,0.006,1956,52.3938
"870","SS_6.0_15_CCOB_UNITED_02_OG_20220519_20220526","United",2022-05-19,2022-05-26,"pre",NA,7.329,0.369,3.675,0.063,0.541,1.44,0.266,0.003,0.008,0.006,0.033,0.485,0.504,0.004,0.018,0.007,0.191,0.002,0.012,0.057,0.077,0.051,0.038,0.021,0.009,0.012,0.059,0.011,0.106,0.014,0.005,0.04,0.012,0.049,0.008,0.011,0.037,0.009,0.012,0.008,0.015,0.005,0.009,0.013,0.044,0.078,0.011,0.007,0.001,0.009,1979,52.3938
"871","SS_6.0_66_CCOB_UNITED_02_OG_20220526_20220602","United",2022-05-26,2022-06-02,"pre",NA,11.493,0.46,5.269,0.087,0.802,2.038,0.285,0.008,0.016,0.006,0.047,0.758,0.664,0.004,0.018,0.007,0.222,0.011,0.012,0.067,0.074,0.058,0.041,0.032,0.032,0.035,0.057,0.011,0.169,0.014,0.01,0.039,0.019,0.062,0.008,0.011,0.027,0.009,0.012,0.011,0.015,0.005,0.009,0.013,0.013,0.078,0.011,0.007,0.001,0.012,2006,53.89415
"872","SS_6.0_10_CCOB_UNITED_02_OG_20220602_20220609","United",2022-06-02,2022-06-09,"pre",NA,9.88,0.489,4.675,0.098,0.692,1.763,0.287,0.003,0.008,0.006,0.047,0.714,0.655,0.004,0.018,0.007,0.241,0.02,0.012,0.081,0.104,0.054,0.047,0.039,0.031,0.042,0.076,0.011,0.229,0.014,0.015,0.045,0.024,0.089,0.008,0.011,0.028,0.009,0.012,0.014,0.015,0.005,0.009,0.019,0.04,0.078,0.011,0.007,0.002,0.012,1980,57.9202
"873","SS_6.0_55_CCOB_UNITED_02_OG_20220609_20220616","United",2022-06-09,2022-06-16,"pre",NA,9.902,0.462,4.508,0.091,0.698,1.78,0.261,0.007,0.019,0.006,0.058,0.789,0.674,0.004,0.018,0.007,0.295,0.087,0.012,0.117,0.066,0.061,0.035,0.029,0.031,0.037,0.08,0.011,0.198,0.014,0.012,0.038,0.026,0.077,0.008,0.025,0.025,0.009,0.012,0.011,0.015,0.005,0.009,0.023,0.028,0.078,0.011,0.007,0.003,0.008,1968,66.5646
"874","SS_6.0_45_CCOB_UNITED_01_OG_20220616_20220623","United",2022-06-16,2022-06-23,"pre",NA,8.378,0.386,3.987,0.08,0.566,1.416,0.234,0.006,0.019,0.006,0.03,0.569,0.499,0.004,0.018,0.007,0.167,0.044,0.012,0.052,0.082,0.019,0.033,0.022,0.021,0.012,0.021,0.011,0.189,0.014,0.005,0.034,0.025,0.078,0.008,0.011,0.037,0.009,0.012,0.015,0.015,0.005,0.009,0.027,0.059,0.078,0.011,0.007,0.003,0.01,1952,66.482
"875","SS_6.0_46_CCOB_UNITED_02_OG_20220616_20220623","United",2022-06-16,2022-06-23,"pre",NA,7.132,0.429,3.421,0.077,0.491,1.253,0.227,0.003,0.008,0.006,0.036,0.54,0.467,0.004,0.018,0.007,0.156,0.028,0.012,0.051,0.08,0.064,0.034,0.02,0.023,0.012,0.021,0.011,0.172,0.014,0.016,0.043,0.02,0.076,0.008,0.026,0.011,0.009,0.012,0.011,0.015,0.005,0.009,0.017,0.013,0.078,0.011,0.007,0.001,0.013,1935,66.482
"876","SS_6.0_58_CCOB_UNITED_02_OG_20220623_20220630","United",2022-06-23,2022-06-30,"pre",NA,9.744,0.383,4.772,0.095,0.725,1.885,0.193,0.007,0.018,0.006,0.048,0.689,0.658,0.004,0.018,0.007,0.216,0.036,0.012,0.072,0.08,0.054,0.033,0.014,0.022,0.029,0.061,0.011,0.166,0.014,0.017,0.041,0.03,0.078,0.008,0.027,0.024,0.009,0.012,0.013,0.015,0.005,0.009,0.027,0.013,0.078,0.011,0.007,0.001,0.009,1948,59.73805
"877","SS_6.0_46_CCOB_UNITED_02_OG_20220630_20220707","United",2022-06-30,2022-07-07,"pre",NA,7.322,0.427,3.861,0.102,0.606,1.711,0.214,0.011,0.018,0.006,0.05,0.738,0.705,0.004,0.018,0.007,0.265,0.048,0.012,0.115,0.106,0.095,0.054,0.037,0.038,0.028,0.102,0.011,0.234,0.039,0.012,0.067,0.028,0.116,0.008,0.034,0.056,0.009,0.012,0.016,0.015,0.005,0.009,0.028,0.068,0.078,0.011,0.007,0.003,0.011,1950,56.2943
"878","SS_6.0_34_CCOB_UNITED_02_OG_20220707_20220714","United",2022-07-07,2022-07-14,"pre",NA,7.04,0.433,4.42,0.1,0.706,1.976,0.244,0.008,0.021,0.006,0.078,0.898,0.929,0.004,0.018,0.007,0.494,0.046,0.031,0.261,0.136,0.154,0.092,0.065,0.076,0.025,0.272,0.011,0.343,0.074,0.04,0.195,0.047,0.179,0.008,0.051,0.095,0.009,0.012,0.02,0.015,0.005,0.009,0.041,0.049,0.078,0.011,0.007,0.002,0.01,1948,60.55625
"879","SS_6.0_54_CCOB_UNITED_01_OG_20220714_20220721","United",2022-07-14,2022-07-21,"pre",NA,5.052,0.656,2.99,0.212,0.529,1.266,0.241,0.016,0.058,0.006,0.041,0.612,0.577,0.004,0.018,0.007,0.207,0.1,0.012,0.084,0.751,0.039,0.036,0.019,0.035,0.024,0.06,0.011,0.871,0.014,0.018,0.071,0.06,0.145,0.008,0.039,0.051,0.009,0.012,0.019,0.015,0.005,0.009,0.039,0.055,0.078,0.011,0.007,0.002,0.01,1905,61.6854
"880","SS_6.0_36_CCOB_UNITED_02_OG_20220714_20220721","United",2022-07-14,2022-07-21,"pre",NA,6.337,0.407,3.731,0.101,0.602,1.631,0.216,0.003,0.018,0.006,0.045,0.747,0.697,0.004,0.018,0.007,0.279,0.066,0.012,0.089,0.086,0.088,0.057,0.026,0.033,0.026,0.089,0.011,0.222,0.014,0.017,0.064,0.024,0.078,0.008,0.031,0.05,0.009,0.012,0.012,0.015,0.005,0.009,0.028,0.043,0.078,0.011,0.007,0.001,0.015,1936,61.6854
"881","SS_6.0_24_CCOB_UNITED_02_OG_20220721_20220728","United",2022-07-21,2022-07-28,"pre",NA,5.763,0.417,3.265,0.101,0.509,1.324,0.214,0.006,0.018,0.006,0.04,0.616,0.553,0.004,0.018,0.007,0.205,0.05,0.012,0.07,0.119,0.064,0.04,0.035,0.022,0.025,0.051,0.011,0.195,0.014,0.005,0.058,0.015,0.084,0.008,0.024,0.03,0.009,0.012,0.013,0.015,0.005,0.009,0.026,0.038,0.078,0.011,0.007,0.001,0.009,1894,62.85025
"882","SS_6.0_48_CCOB_UNITED_02_OG_20220728_20220804","United",2022-07-28,2022-08-04,"pre",NA,58.183,0.459,39.239,0.105,6.662,20.069,0.247,0.01,0.022,0.006,0.744,6.923,9.442,0.004,0.018,0.007,4.821,0.037,0.187,2.151,0.685,1.577,0.748,0.266,0.659,0.046,1.96,0.03,1.189,0.483,0.258,0.933,0.091,0.574,0.008,0.165,0.298,0.009,0.012,0.041,0.036,0.029,0.021,0.093,0.095,0.078,0.011,0.007,0.002,0.011,2133,62.0089
"883","SS_6.0_32_CCOB_UNITED_02_OG_20220804_20220811","United",2022-08-04,2022-08-11,"pre",NA,6.265,0.46,4.008,0.103,0.607,1.593,0.222,0.003,0.016,0.006,0.056,0.742,0.691,0.004,0.018,0.007,0.233,0.02,0.012,0.077,0.1,0.019,0.035,0.023,0.009,0.012,0.064,0.011,0.204,0.014,0.015,0.043,0.016,0.065,0.008,0.023,0.032,0.009,0.012,0.013,0.015,0.005,0.009,0.022,0.034,0.078,0.011,0.007,0.001,0.01,1926,65.09115
"884","SS_6.0_25_CCOB_UNITED_02_OG_20220811_20220818","United",2022-08-11,2022-08-18,"pre",NA,8.619,0.445,5.483,0.094,0.897,2.483,0.225,0.01,0.024,0.006,0.096,1.064,1.101,0.004,0.018,0.007,0.471,0.051,0.032,0.186,0.265,0.15,0.078,0.022,0.055,0.026,0.16,0.011,0.279,0.036,0.027,0.107,0.029,0.122,0.008,0.037,0.045,0.009,0.012,0.012,0.015,0.005,0.009,0.028,0.013,0.078,0.011,0.007,0.001,0.011,1972,63.6914
"885","SS_6.0_55_CCOB_UNITED_01_OG_20220818_20220825","United",2022-08-18,2022-08-25,"pre",NA,6.12,0.539,3.689,0.141,0.593,1.488,0.262,0.01,0.05,0.006,0.056,0.651,0.575,0.004,0.018,0.007,0.212,0.032,0.012,0.065,0.275,0.019,0.016,0.017,0.032,0.012,0.057,0.011,0.385,0.014,0.027,0.068,0.035,0.108,0.008,0.037,0.061,0.009,0.012,0.017,0.015,0.005,0.009,0.024,0.068,0.078,0.011,0.007,0.001,0.012,1949,59.771
"886","SS_6.0_24_CCOB_UNITED_02_OG_20220818_20220825","United",2022-08-18,2022-08-25,"pre",NA,7.19,0.481,4.465,0.102,0.693,1.83,0.266,0.008,0.018,0.006,0.061,0.768,0.701,0.004,0.018,0.007,0.237,0.026,0.012,0.083,0.125,0.063,0.016,0.021,0.028,0.033,0.072,0.011,0.236,0.014,0.017,0.061,0.028,0.099,0.008,0.037,0.034,0.009,0.012,0.02,0.015,0.005,0.009,0.031,0.033,0.078,0.011,0.007,0.002,0.012,1950,59.771
"887","SS_6.0_40_CCOB_UNITED_02_OG_20220825_20220901","United",2022-08-25,2022-09-01,"pre",NA,8.695,0.4,5.486,0.092,0.916,2.546,0.227,0.007,0.021,0.006,0.079,0.964,1.016,0.004,0.018,0.007,0.42,0.037,0.012,0.151,0.096,0.129,0.076,0.022,0.075,0.026,0.155,0.011,0.28,0.046,0.021,0.092,0.018,0.127,0.008,0.037,0.056,0.009,0.012,0.013,0.015,0.005,0.009,0.029,0.036,0.078,0.011,0.007,0.001,0.012,1983,59.98815
"888","SS_6.0_25_CCOB_UNITED_02_OG_20220901_20220908","United",2022-09-01,2022-09-08,"pre",NA,13.175,0.539,8.046,0.117,1.382,3.846,0.311,0.01,0.019,0.006,0.135,1.596,1.7,0.004,0.018,0.007,0.741,0.066,0.048,0.297,0.308,0.259,0.14,0.072,0.105,0.034,0.341,0.011,0.358,0.076,0.038,0.176,0.04,0.186,0.008,0.043,0.08,0.009,0.012,0.017,0.015,0.005,0.009,0.027,0.038,0.078,0.011,0.007,0.001,0.019,1956,64.6615
"889","SS_6.0_51_CCOB_UNITED_02_OG_20220908_20220915","United",2022-09-08,2022-09-15,"pre",NA,6.497,0.637,4.011,0.12,0.674,1.759,0.332,0.009,0.024,0.006,0.062,0.76,0.74,0.004,0.018,0.007,0.319,0.022,0.03,0.151,0.172,0.115,0.058,0.044,0.048,0.046,0.172,0.011,0.278,0.059,0.03,0.092,0.032,0.161,0.008,0.05,0.044,0.009,0.012,0.031,0.015,0.013,0.009,0.051,0.028,0.078,0.011,0.007,0.002,0.013,1982,59.8118
"890","SS_6.0_10_CCOB_UNITED_01_OG_20220915_20220922","United",2022-09-15,2022-09-22,"pre",NA,6.057,0.442,3.483,0.095,0.548,1.456,0.252,0.008,0.02,0.006,0.051,0.645,0.614,0.004,0.018,0.007,0.271,0.032,0.026,0.109,0.095,0.066,0.045,0.031,0.037,0.024,0.098,0.011,0.21,0.014,0.015,0.072,0.022,0.093,0.008,0.026,0.047,0.009,0.012,0.012,0.015,0.005,0.009,0.024,0.038,0.078,0.011,0.007,0.001,0.011,1951,51.80325
"891","SS_6.0_22_CCOB_UNITED_02_OG_20220915_20220922","United",2022-09-15,2022-09-22,"pre",NA,5.806,0.5,3.45,0.108,0.547,1.474,0.291,0.009,0.008,0.006,0.049,0.691,0.607,0.004,0.018,0.007,0.226,0.019,0.012,0.075,0.113,0.073,0.052,0.026,0.039,0.032,0.058,0.011,0.224,0.014,0.024,0.057,0.031,0.103,0.008,0.032,0.037,0.009,0.012,0.014,0.015,0.005,0.009,0.03,0.031,0.078,0.011,0.007,0.001,0.011,1949,51.80325
"892","SS_6.0_54_CCOB_UNITED_02_OG_20220922_20220929","United",2022-09-22,2022-09-29,"pre",NA,9.945,0.634,5.54,0.14,0.974,2.63,0.346,0.009,0.022,0.006,0.091,1.113,1.104,0.004,0.018,0.007,0.472,0.02,0.027,0.169,0.138,0.147,0.078,0.033,0.06,0.043,0.182,0.011,0.326,0.056,0.033,0.127,0.038,0.167,0.008,0.048,0.068,0.009,0.012,0.019,0.015,0.011,0.009,0.023,0.031,0.078,0.011,0.007,0.002,0.014,2030,53.39975
"893","SS_6.0_47_CCOB_UNITED_02_OG_20220929_20221006","United",2022-09-29,2022-10-06,"pre",NA,7.685,0.59,4.291,0.1,0.737,2.005,0.346,0.008,0.008,0.006,0.062,0.864,0.788,0.004,0.018,0.007,0.33,0.006,0.012,0.091,0.117,0.1,0.045,0.032,0.042,0.048,0.078,0.011,0.241,0.014,0.005,0.054,0.029,0.105,0.008,0.041,0.031,0.009,0.012,0.013,0.015,0.012,0.009,0.028,0.013,0.078,0.011,0.007,0.001,0.012,2023,47.89145
