Sample ID,Sampling Site,Start Date Time,Stop Date Time,Ethane,Ethene,Propane,Propene,i-Butane,n-Butane,Ethyne,trans-2-Butene,1-Butene,cis-2-Butene,Cycopentane,i-Pentane,n-Pentane,trans-2-Pentene,1-Pentene,cis-2-Pentene,n-Hexane,Isoprene,"2,4-Dimethylpentane",n-Heptane,Benzene,Cyclohexane,"2,3-Dimethylpentane",2-Methylhexane,3-Methylhexane,"2,2,4-Trimethylpentane",Methylcyclohexane,"2,3,4-Trimethylpentane",Toluene,2-Methylheptane,3-Methylheptane,n-Octane,Ethylbenzene,m- and p-Xylene,Styrene,o-Xylene,n-Nonane,i-Propylbenzene,n-Propylbenzene,3-Ethyltoluene,4-Ethyltoluene,"1,3,5-Trimethylbenzene",2-Ethyltoluene,"1,2,4-Trimethylbenzene",n-Decane,"1,2,3-Trimethylbenzene","1,3-Diethylbenzene","1,4-Diethylbenzene",C2HCl3,C2Cl4,Methane
SS_6.0_52_CCOB_COMMONS_01_IMPACT_20211223_20211230,CCOB_COMMONS_01_IMPACT,2021-12-23,2021-12-30,9.389,1.008,2.816,0.322,0.593,1.316,0.716,0.017,0.023,0.006,0.03,0.471,0.376,0.004,0.018,0.007,0.163,0.011,0.012,0.049,0.13,0.057,0.039,0.021,0.038,0.036,0.021,0.011,0.216,0.038,0.034,0.025,0.023,0.093,0.008,0.032,0.011,0.009,0.012,0.016,0.015,0.005,0.009,0.024,0.013,0.078,0.011,0.007,0.002,0.015,1988
SS_6.0_37_CCOB_COMMONS_01_IMPACT_20211230_20220106,CCOB_COMMONS_01_IMPACT,2021-12-30,2022-01-06,15.379,1.691,5.946,0.263,1.084,2.693,0.998,0.02,0.036,0.016,0.056,0.837,0.735,0.004,0.018,0.007,0.257,0.008,0.012,0.081,0.223,0.102,0.066,0.047,0.05,0.047,0.06,0.011,0.277,0.029,0.018,0.035,0.039,0.113,0.008,0.036,0.011,0.009,0.012,0.026,0.015,0.005,0.009,0.036,0.013,0.078,0.011,0.007,0.002,0.012,2055
SS_6.0_48_CCOB_COMMONS_01_IMPACT_20220106_20220113,CCOB_COMMONS_01_IMPACT,2022-01-06,2022-01-13,20.669,2.228,7.622,0.348,1.493,3.724,1.333,0.035,0.059,0.032,0.084,1.231,1.094,0.004,0.018,0.007,0.44,0.012,0.032,0.159,0.244,0.125,0.086,0.044,0.075,0.108,0.1,0.011,0.452,0.047,0.03,0.084,0.072,0.254,0.008,0.068,0.038,0.009,0.012,0.045,0.015,0.018,0.009,0.062,0.084,0.078,0.011,0.007,0.004,0.019,2092
SS_6.0_51_CCOB_COMMONS_01_IMPACT_20220113_20220120,CCOB_COMMONS_01_IMPACT,2022-01-13,2022-01-20,16.012,1.595,6.399,0.268,1.341,3.285,1.062,0.032,0.039,0.017,0.077,1.075,0.971,0.009,0.018,0.007,0.405,0.008,0.03,0.16,0.212,0.13,0.089,0.061,0.074,0.077,0.107,0.011,0.376,0.034,0.036,0.073,0.048,0.169,0.008,0.058,0.033,0.009,0.012,0.038,0.015,0.016,0.009,0.054,0.044,0.078,0.011,0.007,0.004,0.024,2065
SS_6.0_24_CCOB_COMMONS_01_IMPACT_20220120_20220127,CCOB_COMMONS_01_IMPACT,2022-01-20,2022-01-27,14.305,1.857,5.413,0.318,1.066,2.509,1.199,0.04,0.047,0.037,0.054,0.857,0.731,0.013,0.018,0.007,0.281,0.016,0.012,0.116,0.216,0.099,0.09,0.055,0.073,0.07,0.083,0.011,0.368,0.03,0.029,0.075,0.064,0.21,0.016,0.075,0.039,0.009,0.012,0.036,0.015,0.016,0.009,0.053,0.031,0.078,0.011,0.007,0.004,0.02,2047
SS_6.0_37_CCOB_COMMONS_01_IMPACT_20220127_20220203,CCOB_COMMONS_01_IMPACT,2022-01-27,2022-02-03,12.641,1.44,4.133,0.222,0.775,2.249,1.021,0.025,0.036,0.015,0.049,0.736,0.576,0.004,0.018,0.007,0.244,0.009,0.012,0.082,0.167,0.086,0.067,0.034,0.054,0.046,0.062,0.011,0.267,0.014,0.02,0.042,0.041,0.135,0.008,0.035,0.025,0.009,0.012,0.024,0.015,0.005,0.009,0.035,0.035,0.078,0.011,0.007,0.002,0.014,2034
SS_6.0_45_CCOB_COMMONS_01_IMPACT_20220203_20220210,CCOB_COMMONS_01_IMPACT,2022-02-03,2022-02-10,13.193,1.557,3.992,0.224,0.805,1.993,1.155,0.024,0.044,0.018,0.047,0.687,0.575,0.004,0.018,0.007,0.237,0.007,0.012,0.092,0.216,0.076,0.066,0.031,0.065,0.057,0.076,0.011,0.306,0.014,0.037,0.051,0.045,0.143,0.008,0.046,0.032,0.009,0.012,0.025,0.015,0.005,0.009,0.032,0.045,0.078,0.011,0.007,0.004,0.014,2042
SS_6.0_19_CCOB_COMMONS_01_IMPACT_20220210_20220217,CCOB_COMMONS_01_IMPACT,2022-02-10,2022-02-17,13.577,1.453,4.32,0.26,0.918,2.448,1.055,0.023,0.047,0.023,0.052,0.841,0.728,0.004,0.018,0.007,0.327,0.009,0.027,0.112,0.195,0.092,0.073,0.041,0.05,0.102,0.083,0.011,0.315,0.036,0.023,0.058,0.049,0.15,0.008,0.046,0.03,0.009,0.012,0.023,0.015,0.005,0.009,0.026,0.035,0.078,0.011,0.007,0.003,0.014,2056
SS_6.0_37_CCOB_COMMONS_01_IMPACT_20220217_20220224,CCOB_COMMONS_01_IMPACT,2022-02-17,2022-02-24,9.761,0.747,3.773,0.108,0.642,1.633,0.668,0.012,0.019,0.006,0.038,0.506,0.465,0.004,0.018,0.007,0.213,0.002,0.012,0.053,0.144,0.056,0.038,0.024,0.031,0.012,0.049,0.011,0.184,0.014,0.005,0.022,0.031,0.072,0.008,0.028,0.025,0.009,0.012,0.01,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.002,0.01,2018
SS_6.0_19_CCOB_COMMONS_01_IMPACT_20220224_20220303,CCOB_COMMONS_01_IMPACT,2022-02-24,2022-03-03,19.403,1.76,6.745,0.293,1.41,3.534,1.22,0.03,0.056,0.027,0.073,1.109,0.934,0.004,0.018,0.007,0.373,0.017,0.028,0.125,0.28,0.118,0.091,0.053,0.074,0.072,0.089,0.011,0.419,0.014,0.03,0.061,0.059,0.181,0.008,0.066,0.034,0.009,0.012,0.025,0.015,0.014,0.009,0.049,0.037,0.078,0.011,0.007,0.003,0.02,2078
SS_6.0_62_CCOB_COMMONS_01_IMPACT_20220303_20220310,CCOB_COMMONS_01_IMPACT,2022-03-03,2022-03-10,9.363,0.627,3.676,0.11,0.587,1.541,0.598,0.01,0.008,0.006,0.033,0.472,0.432,0.004,0.018,0.007,0.155,0.004,0.012,0.061,0.14,0.049,0.016,0.026,0.031,0.012,0.049,0.011,0.163,0.014,0.005,0.027,0.013,0.062,0.008,0.031,0.011,0.009,0.012,0.01,0.015,0.005,0.009,0.012,0.013,0.078,0.011,0.007,0.002,0.009,2026
SS_6.0_33_CCOB_COMMONS_01_IMPACT_20220310_20220317,CCOB_COMMONS_01_IMPACT,2022-03-10,2022-03-17,10.219,0.838,3.326,0.128,0.601,1.529,0.708,0.015,0.023,0.006,0.037,0.51,0.445,0.004,0.018,0.007,0.205,0.006,0.012,0.065,0.147,0.055,0.04,0.026,0.048,0.029,0.049,0.011,0.227,0.014,0.015,0.042,0.027,0.184,0.008,0.076,0.057,0.009,0.012,0.02,0.015,0.005,0.009,0.037,0.129,0.078,0.011,0.007,0.004,0.012,1996
SS_6.0_36_CCOB_COMMONS_01_IMPACT_20220317_20220324,CCOB_COMMONS_01_IMPACT,2022-03-17,2022-03-24,7.287,0.563,1.927,0.106,0.419,0.964,0.549,0.012,0.02,0.013,0.026,0.38,0.253,0.004,0.018,0.007,0.115,0.002,0.012,0.043,0.11,0.019,0.034,0.028,0.026,0.027,0.021,0.011,0.152,0.014,0.005,0.028,0.02,0.078,0.008,0.023,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.029,0.013,0.078,0.011,0.007,0.002,0.01,2000
SS_6.0_04_CCOB_COMMONS_01_IMPACT_20220324_20220331,CCOB_COMMONS_01_IMPACT,2022-03-24,2022-03-31,9.598,0.675,4.068,0.111,0.754,1.996,0.5,0.014,0.02,0.012,0.046,0.678,0.617,0.004,0.018,0.007,0.224,0.007,0.012,0.08,0.128,0.065,0.051,0.028,0.031,0.034,0.055,0.011,0.18,0.014,0.014,0.041,0.028,0.074,0.008,0.028,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.023,0.013,0.078,0.011,0.007,0.002,0.013,1971
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20220331_20220407,CCOB_COMMONS_01_IMPACT,2022-03-31,2022-04-07,6.926,0.519,2.532,0.088,0.451,1.152,0.458,0.006,0.008,0.006,0.026,0.407,0.337,0.004,0.018,0.007,0.123,0.008,0.012,0.042,0.11,0.039,0.016,0.005,0.026,0.012,0.021,0.011,0.148,0.014,0.005,0.026,0.014,0.065,0.008,0.023,0.011,0.009,0.012,0.008,0.015,0.005,0.009,0.017,0.013,0.078,0.011,0.007,0.001,0.011,1996
SS_6.0_66_CCOB_COMMONS_01_IMPACT_20220407_20220414,CCOB_COMMONS_01_IMPACT,2022-04-07,2022-04-14,5.576,0.416,1.99,0.073,0.325,0.789,0.413,0.01,0.008,0.006,0.018,0.316,0.246,0.004,0.018,0.007,0.083,0.002,0.012,0.03,0.084,0.019,0.016,0.015,0.009,0.012,0.021,0.011,0.117,0.014,0.005,0.016,0.017,0.066,0.008,0.011,0.039,0.009,0.012,0.003,0.015,0.005,0.009,0.01,0.094,0.078,0.011,0.007,0.002,0.008,1975
SS_6.0_46_CCOB_COMMONS_01_IMPACT_20220414_20220421,CCOB_COMMONS_01_IMPACT,2022-04-14,2022-04-21,7.168,0.441,3.045,0.073,0.489,1.259,0.394,0.01,0.008,0.006,0.032,0.433,0.37,0.004,0.018,0.007,0.135,0.002,0.012,0.039,0.084,0.053,0.016,0.025,0.024,0.012,0.021,0.011,0.125,0.014,0.005,0.028,0.017,0.051,0.008,0.011,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.001,0.01,1996
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20220421_20220428,CCOB_COMMONS_01_IMPACT,2022-04-21,2022-04-28,5.073,0.379,1.948,0.082,0.371,0.927,0.363,0.011,0.008,0.006,0.018,0.403,0.31,0.004,0.018,0.007,0.124,0.002,0.012,0.048,0.079,0.019,0.033,0.024,0.023,0.012,0.021,0.011,0.129,0.014,0.005,0.02,0.019,0.056,0.008,0.011,0.011,0.009,0.012,0.008,0.015,0.005,0.009,0.015,0.013,0.078,0.011,0.007,0.001,0.012,1964
SS_6.0_25_CCOB_COMMONS_01_IMPACT_20220428_20220505,CCOB_COMMONS_01_IMPACT,2022-04-28,2022-05-05,4.378,0.269,1.69,0.065,0.27,0.738,0.269,0.007,0.008,0.006,0.016,0.29,0.221,0.004,0.018,0.007,0.076,0.005,0.012,0.027,0.076,0.019,0.016,0.016,0.009,0.012,0.021,0.011,0.09,0.014,0.005,0.026,0.004,0.048,0.008,0.027,0.038,0.009,0.012,0.007,0.015,0.005,0.009,0.015,0.12,0.078,0.011,0.007,0.002,0.01,1942
SS_6.0_40_CCOB_COMMONS_01_IMPACT_20220505_20220512,CCOB_COMMONS_01_IMPACT,2022-05-05,2022-05-12,4.43,0.347,1.606,0.084,0.305,0.741,0.255,0.009,0.021,0.012,0.022,0.398,0.307,0.004,0.018,0.007,0.108,0.016,0.012,0.04,0.073,0.019,0.016,0.022,0.019,0.012,0.021,0.011,0.179,0.014,0.005,0.02,0.033,0.086,0.008,0.036,0.044,0.009,0.012,0.016,0.015,0.005,0.009,0.027,0.108,0.078,0.011,0.007,0.002,0.011,1939
SS_6.0_50_CCOB_COMMONS_01_IMPACT_20220512_20220519,CCOB_COMMONS_01_IMPACT,2022-05-12,2022-05-19,4.718,0.393,1.778,0.079,0.333,0.858,0.282,0.008,0.008,0.006,0.03,0.468,0.364,0.004,0.018,0.007,0.115,0.021,0.012,0.046,0.085,0.019,0.016,0.017,0.022,0.038,0.042,0.011,0.227,0.014,0.014,0.029,0.027,0.113,0.008,0.04,0.035,0.009,0.012,0.014,0.015,0.012,0.009,0.032,0.102,0.078,0.011,0.007,0.002,0.013,1945
SS_6.0_46_CCOB_COMMONS_01_IMPACT_20220519_20220526,CCOB_COMMONS_01_IMPACT,2022-05-19,2022-05-26,5.414,0.261,3.289,0.09,0.464,1.31,0.174,0.012,0.03,0.02,0.016,0.406,0.469,0.004,0.018,0.007,0.118,0.076,0.012,0.053,0.04,0.019,0.016,0.033,0.009,0.012,0.021,0.011,0.102,0.014,0.005,0.052,0.022,0.069,0.025,0.011,0.164,0.009,0.012,0.02,0.015,0.02,0.009,0.067,0.645,0.078,0.011,0.007,0.001,0.006,2003
SS_6.0_40_CCOB_COMMONS_01_IMPACT_20220526_20220602,CCOB_COMMONS_01_IMPACT,2022-05-26,2022-06-02,4.573,0.427,1.723,0.094,0.318,0.792,0.254,0.013,0.023,0.006,0.021,0.448,0.358,0.004,0.018,0.007,0.139,0.059,0.012,0.061,0.079,0.019,0.016,0.021,0.009,0.012,0.021,0.011,0.179,0.014,0.011,0.043,0.029,0.086,0.008,0.028,0.03,0.009,0.012,0.009,0.015,0.005,0.009,0.022,0.013,0.078,0.011,0.007,0.002,0.01,1929
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20220602_20220609,CCOB_COMMONS_01_IMPACT,2022-06-02,2022-06-09,5.978,0.584,2.562,0.145,0.416,1.038,0.369,0.009,0.025,0.006,0.031,0.56,0.444,0.004,0.018,0.007,0.149,0.04,0.012,0.065,0.144,0.019,0.032,0.022,0.043,0.027,0.021,0.011,0.269,0.014,0.014,0.044,0.03,0.084,0.008,0.034,0.052,0.009,0.012,0.016,0.015,0.011,0.009,0.023,0.013,0.078,0.011,0.007,0.001,0.012,1941
SS_6.0_58_CCOB_COMMONS_01_IMPACT_20220609_20220616,CCOB_COMMONS_01_IMPACT,2022-06-09,2022-06-16,4.768,0.62,2.161,0.176,0.428,1.103,0.329,0.015,0.037,0.018,0.044,0.752,0.529,0.004,0.018,0.007,0.191,0.212,0.012,0.081,0.049,0.019,0.04,0.036,0.029,0.044,0.021,0.011,0.351,0.014,0.011,0.044,0.039,0.121,0.008,0.045,0.026,0.009,0.012,0.031,0.015,0.011,0.009,0.04,0.039,0.078,0.011,0.007,0.003,0.009,1906
SS_6.0_44_CCOB_COMMONS_01_IMPACT_20220616_20220623,CCOB_COMMONS_01_IMPACT,2022-06-16,2022-06-23,4.333,0.509,1.903,0.153,0.333,0.825,0.279,0.01,0.023,0.006,0.032,0.525,0.384,0.004,0.018,0.007,0.152,0.149,0.012,0.059,0.13,0.019,0.037,0.025,0.034,0.025,0.021,0.011,0.284,0.014,0.01,0.035,0.031,0.111,0.008,0.036,0.025,0.009,0.012,0.013,0.015,0.005,0.009,0.022,0.013,0.078,0.011,0.007,0.002,0.016,1893
SS_6.0_01_CCOB_COMMONS_01_IMPACT_20220623_20220630,CCOB_COMMONS_01_IMPACT,2022-06-23,2022-06-30,4.156,0.407,1.836,0.105,0.323,0.778,0.225,0.011,0.021,0.006,0.021,0.466,0.347,0.004,0.018,0.007,0.123,0.148,0.012,0.047,0.1,0.019,0.016,0.005,0.026,0.012,0.021,0.011,0.213,0.014,0.005,0.034,0.038,0.076,0.008,0.024,0.011,0.009,0.012,0.015,0.015,0.005,0.009,0.017,0.013,0.078,0.011,0.007,0.001,0.01,1917
SS_6.0_32_CCOB_COMMONS_01_IMPACT_20220630_20220707,CCOB_COMMONS_01_IMPACT,2022-06-30,2022-07-07,4.379,0.467,2.31,0.128,0.494,0.992,0.232,0.012,0.029,0.012,0.029,0.501,0.404,0.004,0.018,0.007,0.161,0.163,0.012,0.062,0.118,NA,0.016,0.015,0.023,0.028,0.021,0.011,0.296,0.014,0.022,0.036,0.028,0.084,0.008,0.033,0.011,0.009,0.012,0.016,0.015,0.005,0.009,0.026,0.013,0.078,0.011,0.007,0.001,0.009,1884
SS_6.0_40_CCOB_COMMONS_01_IMPACT_20220707_20220714,CCOB_COMMONS_01_IMPACT,2022-07-07,2022-07-14,4.568,0.542,2.309,0.177,0.409,1.047,0.25,0.02,0.042,0.006,0.032,0.644,0.504,0.004,0.018,0.007,0.196,0.255,0.012,0.064,0.125,0.019,0.016,0.024,0.036,0.012,0.021,0.011,0.309,0.014,0.005,0.046,0.027,0.101,0.008,0.03,0.044,0.009,0.012,0.017,0.015,0.005,0.009,0.026,0.013,0.078,0.011,0.007,0.002,0.01,1875
SS_6.0_35_CCOB_COMMONS_01_IMPACT_20220714_20220721,CCOB_COMMONS_01_IMPACT,2022-07-14,2022-07-21,4.206,0.575,2.162,0.212,0.33,0.841,0.247,0.012,0.039,0.006,0.033,0.551,0.414,0.004,0.018,0.007,0.159,0.302,0.012,0.056,0.115,NA,0.016,0.013,0.025,0.03,0.021,0.011,0.288,0.014,0.011,0.039,0.033,0.1,0.008,0.026,0.024,0.009,0.012,0.017,0.015,0.011,0.009,0.027,0.052,0.078,0.011,0.007,0.001,0.012,1882
SS_6.0_37_CCOB_COMMONS_01_IMPACT_20220721_20220728,CCOB_COMMONS_01_IMPACT,2022-07-21,2022-07-28,4.55,0.655,2.284,0.194,0.398,0.906,0.267,0.018,0.042,0.016,0.03,0.63,0.473,0.004,0.018,0.007,0.151,0.236,0.012,0.067,0.175,0.019,0.041,0.018,0.024,0.036,0.042,0.011,0.343,0.014,0.01,0.035,0.037,0.103,0.008,0.028,0.011,0.009,0.012,0.018,0.015,0.005,0.009,0.04,0.055,0.078,0.011,0.007,0.005,0.009,1831
SS_6.0_12_CCOB_COMMONS_01_IMPACT_20220728_20220804,CCOB_COMMONS_01_IMPACT,2022-07-28,2022-08-04,4.06,0.452,1.955,0.084,0.366,0.772,0.253,0.018,0.028,0.016,0.033,0.699,0.451,0.011,0.018,0.007,0.166,0.183,0.012,0.056,0.093,0.019,0.036,0.018,0.019,0.033,0.021,0.011,0.249,0.03,0.027,0.033,0.035,0.087,0.008,0.028,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.024,0.013,0.078,0.011,0.007,0.002,0.012,1911
SS_6.0_54_CCOB_COMMONS_01_IMPACT_20220804_20220811,CCOB_COMMONS_01_IMPACT,2022-08-04,2022-08-11,4.578,0.511,2.183,0.123,0.339,0.841,0.226,0.007,0.029,0.006,0.029,0.534,0.413,0.004,0.018,0.007,0.163,0.236,0.012,0.049,0.109,0.019,0.046,0.049,0.025,0.025,0.021,0.011,0.237,0.014,0.03,0.035,0.021,0.08,0.008,0.035,0.032,0.009,0.012,0.018,0.015,0.005,0.009,0.013,0.013,0.078,0.011,0.007,0.002,0.013,1866
SS_6.0_17_CCOB_COMMONS_01_IMPACT_20220811_20220818,CCOB_COMMONS_01_IMPACT,2022-08-11,2022-08-18,4.619,0.558,2.487,0.143,0.419,0.98,0.263,0.013,0.036,0.013,0.033,0.712,0.524,0.004,0.018,0.007,0.197,0.195,0.012,0.089,0.216,0.019,0.033,0.03,0.038,0.033,0.021,0.011,0.254,0.014,0.014,0.091,0.032,0.102,0.008,0.035,0.041,0.009,0.012,0.013,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.002,0.011,1910
SS_6.0_51_CCOB_COMMONS_01_IMPACT_20220818_20220825,CCOB_COMMONS_01_IMPACT,2022-08-18,2022-08-25,5.194,0.541,2.594,0.11,0.423,0.966,0.277,0.013,0.026,0.006,0.025,0.597,0.448,0.004,0.018,0.007,0.141,0.067,0.012,0.048,0.114,0.019,0.016,0.016,0.044,0.033,0.021,0.011,0.293,0.014,0.018,0.038,0.039,0.116,0.008,0.04,0.023,0.009,0.012,0.018,0.015,0.005,0.009,0.03,0.013,0.078,0.011,0.007,0.002,0.015,1912
SS_6.0_57_CCOB_COMMONS_01_IMPACT_20220825_20220901,CCOB_COMMONS_01_IMPACT,2022-08-25,2022-09-01,4.84,0.541,2.239,0.139,0.389,0.898,0.263,0.014,0.036,0.015,0.038,0.594,0.448,0.004,0.018,0.007,0.173,0.123,0.012,0.051,0.131,0.019,0.032,0.022,0.02,0.032,0.021,0.011,0.309,0.014,0.022,0.035,0.032,0.091,0.008,0.035,0.029,0.009,0.012,0.019,0.015,0.013,0.009,0.029,0.044,0.078,0.011,0.007,0.002,0.01,1915
SS_6.0_48_CCOB_COMMONS_01_IMPACT_20220901_20220908,CCOB_COMMONS_01_IMPACT,2022-09-01,2022-09-08,4.954,0.813,2.452,0.23,0.465,1,0.417,0.024,0.053,0.026,0.066,1.032,0.709,0.008,0.018,0.015,0.296,0.396,0.03,0.103,0.188,NA,0.059,0.02,0.044,0.061,0.048,0.011,0.443,0.014,0.022,0.058,0.06,0.214,0.008,0.07,0.023,0.009,0.012,0.031,0.015,0.018,0.009,0.056,0.033,0.078,0.011,0.007,0.002,0.014,1887
SS_6.0_52_CCOB_COMMONS_01_IMPACT_20220908_20220915,CCOB_COMMONS_01_IMPACT,2022-09-08,2022-09-15,5.64,0.814,2.645,0.172,0.433,0.879,0.479,0.014,0.032,0.006,0.026,0.621,0.486,0.004,0.018,0.007,0.19,0.103,0.025,0.085,0.197,0.019,0.05,0.038,0.044,0.063,0.05,0.011,0.363,0.014,0.012,0.032,0.054,0.16,0.008,0.055,0.036,0.009,0.012,0.029,0.015,0.014,0.009,0.047,0.013,0.078,0.011,0.007,0.002,0.014,1967
SS_6.0_01_CCOB_COMMONS_01_IMPACT_20220915_20220922,CCOB_COMMONS_01_IMPACT,2022-09-15,2022-09-22,5.115,0.617,2.31,0.144,0.496,1.102,0.321,0.029,0.031,0.029,0.043,0.873,0.611,0.01,0.018,0.007,0.193,0.114,0.028,0.072,0.159,0.086,0.048,0.03,0.054,0.054,0.044,0.011,0.326,0.014,0.018,0.037,0.035,0.132,0.008,0.049,0.028,0.009,0.012,0.027,0.015,0.005,0.009,0.041,0.013,0.078,0.011,0.007,0.001,0.01,1889
SS_6.0_53_CCOB_COMMONS_01_IMPACT_20220922_20220929,CCOB_COMMONS_01_IMPACT,2022-09-22,2022-09-29,6.731,0.795,2.964,0.166,0.566,1.283,0.439,0.019,0.033,0.013,0.044,0.755,0.564,0.004,0.018,0.007,0.24,0.075,0.027,0.078,0.166,0.019,0.034,0.025,0.054,0.047,0.054,0.023,0.358,0.014,0.03,0.047,0.048,0.153,0.008,0.049,0.032,0.009,0.012,0.021,0.015,0.005,0.009,0.032,0.013,0.078,0.011,0.007,0.003,0.016,1960
SS_6.0_37_CCOB_COMMONS_01_IMPACT_20220929_20221006,CCOB_COMMONS_01_IMPACT,2022-09-29,2022-10-06,6.579,0.732,2.898,0.148,0.56,1.307,0.379,0.021,0.028,0.021,0.047,0.75,0.549,0.004,0.018,0.007,0.206,0.042,0.012,0.065,0.135,0.019,0.042,0.022,0.039,0.046,0.049,0.011,0.331,0.014,0.015,0.041,0.042,0.144,0.008,0.042,0.011,0.009,0.012,0.021,0.015,0.011,0.009,0.034,0.013,0.078,0.011,0.007,0.001,0.016,1956
SS_6.0_46_CCOB_COMMONS_01_IMPACT_20221006_20221013,CCOB_COMMONS_01_IMPACT,2022-10-06,2022-10-13,7.287,0.903,2.922,0.177,0.6,1.426,0.511,0.02,0.028,0.017,0.041,0.732,0.52,0.004,0.018,0.007,0.215,0.03,0.012,0.079,0.159,0.082,0.046,0.019,0.044,0.052,0.048,0.011,0.331,0.014,0.019,0.053,0.044,0.147,0.008,0.047,0.011,0.009,0.012,0.025,0.015,0.012,0.009,0.033,0.013,0.078,0.011,0.007,0.002,0.016,1995
SS_6.0_01_CCOB_COMMONS_01_IMPACT_20221013_20111020,CCOB_COMMONS_01_IMPACT,2022-10-13,2022-10-20,7.692,1.09,3.54,0.192,0.688,1.646,0.573,0.018,0.034,0.016,0.05,0.828,0.623,0.004,0.018,0.007,0.275,0.017,0.012,0.097,0.169,0.085,0.071,0.041,0.064,0.052,0.056,0.011,0.38,0.03,0.026,0.041,0.049,0.171,0.008,0.059,0.038,0.009,0.012,0.031,0.015,0.013,0.009,0.039,0.013,0.078,0.011,0.007,0.003,0.018,1981
SS_6.0_46_CCOB_COMMONS_01_IMPACT_20221020_20221027,CCOB_COMMONS_01_IMPACT,2022-10-20,2022-10-27,3.545,0.412,1.131,0.071,0.236,0.493,0.262,0.012,0.008,0.006,0.01,0.244,0.176,0.004,0.018,0.007,0.069,0.014,0.012,0.033,0.067,0.019,0.016,0.015,0.026,0.012,0.021,0.011,0.146,0.014,0.012,0.015,0.021,0.058,0.008,0.026,0.011,0.009,0.012,0.01,0.015,0.005,0.009,0.012,0.013,0.078,0.011,0.007,0.001,0.007,1928
SS_6.0_04_CCOB_COMMONS_01_IMPACT_20221027_20221103,CCOB_COMMONS_01_IMPACT,2022-10-27,2022-11-03,11.03,1.978,3.302,0.296,0.702,1.452,1.062,0.036,0.054,0.027,0.046,0.788,0.529,0.004,0.018,0.007,0.274,0.032,0.028,0.097,0.203,0.101,0.085,0.044,0.076,0.066,0.049,0.031,0.583,0.032,0.021,0.046,0.074,0.234,0.008,0.079,0.027,0.009,0.012,0.044,0.015,0.021,0.009,0.056,0.033,0.078,0.011,0.014,0.005,0.024,2020
SS_6.0_43_CCOB_COMMONS_01_IMPACT_20221103_20221110,CCOB_COMMONS_01_IMPACT,2022-11-03,2022-11-10,7.44,0.747,3.124,0.13,0.546,1.342,0.508,0.014,0.021,0.006,0.032,0.483,0.447,0.004,0.018,0.007,0.169,0.004,0.012,0.065,0.107,0.019,0.044,0.016,0.034,0.012,0.021,0.011,0.223,0.014,0.016,0.038,0.018,0.072,0.008,0.011,0.011,0.009,0.012,0.014,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.001,0.01,2004
SS_6.0_25_CCOB_COMMONS_01_IMPACT_20221110_20221117,CCOB_COMMONS_01_IMPACT,2022-11-10,2022-11-17,11.414,1.311,4.659,0.201,0.817,1.998,0.82,0.024,0.034,0.015,0.046,0.703,0.615,0.004,0.018,0.007,0.271,0.014,0.012,0.085,0.187,0.069,0.057,0.027,0.056,0.032,0.059,0.011,0.325,0.014,0.022,0.041,0.032,0.127,0.008,0.049,0.011,0.009,0.012,0.029,0.015,0.005,0.009,0.032,0.013,0.078,0.011,0.007,0.001,0.014,2079
SS_6.0_55_CCOB_COMMONS_01_IMPACT_20221117_20221124,CCOB_COMMONS_01_IMPACT,2022-11-17,2022-11-24,13.966,1.93,4.549,0.257,0.914,2.154,1.318,0.023,0.04,0.019,0.053,0.832,0.663,0.004,0.018,0.007,0.286,0.007,0.012,0.111,0.246,0.092,0.071,0.044,0.069,0.039,0.063,0.011,0.439,0.03,0.024,0.044,0.049,0.167,0.008,0.062,0.032,0.009,0.012,0.026,0.015,0.005,0.009,0.028,0.013,0.078,0.011,0.007,0.005,0.017,2105
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20221124_20221201,CCOB_COMMONS_01_IMPACT,2022-11-24,2022-12-01,9.462,1.291,2.949,0.218,0.603,1.458,0.853,0.023,0.03,0.017,0.037,0.58,0.456,0.004,0.018,0.007,0.174,0.008,0.012,0.098,0.159,0.076,0.057,0.025,0.047,0.031,0.048,0.011,0.302,0.014,0.017,0.041,0.044,0.127,0.008,0.046,0.031,0.009,0.012,0.022,0.015,0.005,0.009,0.051,0.013,0.078,0.011,0.007,0.002,0.013,2028
